date,county,ncase
13/07/2020,Kildare,1517
13/07/2020,Kilkenny,356
13/07/2020,Longford,287
13/07/2020,Louth,789
13/07/2020,Mayo,573
13/07/2020,Meath,817
13/07/2020,Offaly,486
13/07/2020,Roscommon,346
13/07/2020,Sligo,148
13/07/2020,Tipperary,543
13/07/2020,Wexford,221
13/07/2020,Kerry,316
13/07/2020,Waterford,166
13/07/2020,Westmeath,676
13/07/2020,Wicklow,709
13/07/2020,Galway,489
13/07/2020,Limerick,589
13/07/2020,Cork,1550
13/07/2020,Dublin,12326
14/07/2020,Laois,265
14/07/2020,Leitrim,82
14/07/2020,Monaghan,540
14/07/2020,Carlow,176
14/07/2020,Cavan,866
14/07/2020,Clare,369
14/07/2020,Donegal,469
14/07/2020,Kildare,1517
14/07/2020,Kilkenny,356
14/07/2020,Longford,287
14/07/2020,Louth,789
14/07/2020,Mayo,573
14/07/2020,Meath,817
14/07/2020,Offaly,486
14/07/2020,Roscommon,346
14/07/2020,Sligo,148
14/07/2020,Tipperary,543
14/07/2020,Wexford,222
14/07/2020,Kerry,316
14/07/2020,Waterford,166
14/07/2020,Westmeath,676
14/07/2020,Wicklow,709
14/07/2020,Galway,489
14/07/2020,Limerick,589
14/07/2020,Cork,1550
14/07/2020,Dublin,12331
15/07/2020,Laois,265
15/07/2020,Leitrim,82
15/07/2020,Monaghan,540
15/07/2020,Carlow,177
15/07/2020,Cavan,866
15/07/2020,Clare,369
15/07/2020,Donegal,471
15/07/2020,Kildare,1517
15/07/2020,Kilkenny,356
15/07/2020,Longford,287
15/07/2020,Louth,790
15/07/2020,Mayo,573
15/07/2020,Meath,817
15/07/2020,Offaly,485
15/07/2020,Roscommon,346
15/07/2020,Sligo,148
15/07/2020,Tipperary,543
15/07/2020,Wexford,223
15/07/2020,Kerry,316
15/07/2020,Waterford,166
15/07/2020,Westmeath,676
15/07/2020,Wicklow,709
15/07/2020,Galway,489
15/07/2020,Limerick,589
15/07/2020,Cork,1554
15/07/2020,Dublin,12342
16/07/2020,Laois,265
16/07/2020,Leitrim,83
16/07/2020,Monaghan,540
16/07/2020,Carlow,178
16/07/2020,Cavan,867
16/07/2020,Clare,369
16/07/2020,Donegal,471
16/07/2020,Kildare,1518
16/07/2020,Kilkenny,356
16/07/2020,Longford,287
16/07/2020,Louth,791
16/07/2020,Mayo,573
16/07/2020,Meath,817
16/07/2020,Offaly,486
16/07/2020,Roscommon,346
16/07/2020,Sligo,148
16/07/2020,Tipperary,543
16/07/2020,Wexford,223
16/07/2020,Kerry,316
16/07/2020,Waterford,166
16/07/2020,Westmeath,677
16/07/2020,Wicklow,710
16/07/2020,Galway,489
16/07/2020,Limerick,589
16/07/2020,Cork,1555
16/07/2020,Dublin,12367
17/07/2020,Laois,265
17/07/2020,Leitrim,83
17/07/2020,Monaghan,540
17/07/2020,Carlow,178
17/07/2020,Cavan,867
17/07/2020,Clare,369
17/07/2020,Donegal,471
17/07/2020,Kildare,1518
17/07/2020,Kilkenny,356
17/07/2020,Longford,287
17/07/2020,Louth,791
17/07/2020,Mayo,573
17/07/2020,Meath,817
17/07/2020,Offaly,486
17/07/2020,Roscommon,346
17/07/2020,Sligo,148
17/07/2020,Tipperary,543
17/07/2020,Wexford,223
17/07/2020,Kerry,316
17/07/2020,Waterford,166
17/07/2020,Westmeath,677
17/07/2020,Wicklow,710
17/07/2020,Galway,489
17/07/2020,Limerick,589
17/07/2020,Cork,1555
17/07/2020,Dublin,12367
18/07/2020,Laois,265
18/07/2020,Leitrim,83
18/07/2020,Monaghan,540
18/07/2020,Carlow,178
18/07/2020,Cavan,867
18/07/2020,Clare,369
18/07/2020,Donegal,472
18/07/2020,Kildare,1523
18/07/2020,Kilkenny,356
18/07/2020,Longford,287
18/07/2020,Louth,791
18/07/2020,Mayo,574
18/07/2020,Meath,817
18/07/2020,Offaly,486
18/07/2020,Roscommon,346
18/07/2020,Sligo,148
18/07/2020,Tipperary,543
18/07/2020,Wexford,223
18/07/2020,Kerry,316
18/07/2020,Waterford,166
18/07/2020,Westmeath,677
18/07/2020,Wicklow,710
18/07/2020,Galway,492
18/07/2020,Limerick,589
18/07/2020,Cork,1557
18/07/2020,Dublin,12385
19/07/2020,Laois,266
19/07/2020,Leitrim,83
19/07/2020,Monaghan,540
19/07/2020,Carlow,178
19/07/2020,Cavan,867
19/07/2020,Clare,369
19/07/2020,Donegal,472
19/07/2020,Kildare,1524
19/07/2020,Kilkenny,356
19/07/2020,Longford,287
19/07/2020,Louth,791
19/07/2020,Mayo,574
19/07/2020,Meath,817
19/07/2020,Offaly,486
19/07/2020,Roscommon,346
19/07/2020,Sligo,148
19/07/2020,Tipperary,543
19/07/2020,Wexford,223
19/07/2020,Kerry,316
19/07/2020,Waterford,166
19/07/2020,Westmeath,676
19/07/2020,Wicklow,710
19/07/2020,Galway,492
19/07/2020,Limerick,589
19/07/2020,Cork,1557
19/07/2020,Dublin,12390
20/07/2020,Laois,267
20/07/2020,Leitrim,83
20/07/2020,Monaghan,541
20/07/2020,Carlow,179
20/07/2020,Cavan,867
20/07/2020,Clare,369
20/07/2020,Donegal,472
20/07/2020,Kildare,1525
20/07/2020,Kilkenny,356
20/07/2020,Longford,287
20/07/2020,Louth,791
20/07/2020,Mayo,574
20/07/2020,Meath,822
20/07/2020,Offaly,487
20/07/2020,Roscommon,346
20/07/2020,Sligo,148
20/07/2020,Tipperary,543
20/07/2020,Wexford,223
20/07/2020,Kerry,316
20/07/2020,Waterford,166
20/07/2020,Westmeath,676
20/07/2020,Wicklow,711
20/07/2020,Galway,492
20/07/2020,Limerick,590
20/07/2020,Cork,1560
20/07/2020,Dublin,12411
21/07/2020,Laois,267
21/07/2020,Leitrim,83
21/07/2020,Monaghan,541
21/07/2020,Carlow,179
21/07/2020,Cavan,867
21/07/2020,Clare,369
21/07/2020,Donegal,472
21/07/2020,Kildare,1526
21/07/2020,Kilkenny,356
21/07/2020,Longford,287
21/07/2020,Louth,791
21/07/2020,Mayo,574
21/07/2020,Meath,823
21/07/2020,Offaly,487
21/07/2020,Roscommon,346
21/07/2020,Sligo,148
21/07/2020,Tipperary,543
21/07/2020,Wexford,223
21/07/2020,Kerry,316
21/07/2020,Waterford,166
21/07/2020,Westmeath,677
21/07/2020,Wicklow,712
21/07/2020,Galway,492
21/07/2020,Limerick,591
21/07/2020,Cork,1561
21/07/2020,Dublin,12422
22/07/2020,Laois,267
22/07/2020,Leitrim,83
22/07/2020,Monaghan,541
22/07/2020,Carlow,179
22/07/2020,Cavan,867
22/07/2020,Clare,369
22/07/2020,Donegal,472
22/07/2020,Kildare,1529
22/07/2020,Kilkenny,356
22/07/2020,Longford,287
22/07/2020,Louth,791
22/07/2020,Mayo,575
22/07/2020,Meath,824
22/07/2020,Offaly,487
22/07/2020,Roscommon,346
22/07/2020,Sligo,148
22/07/2020,Tipperary,543
22/07/2020,Wexford,223
22/07/2020,Kerry,316
22/07/2020,Waterford,166
22/07/2020,Westmeath,677
22/07/2020,Wicklow,712
22/07/2020,Galway,492
22/07/2020,Limerick,591
22/07/2020,Cork,1560
22/07/2020,Dublin,12424
23/07/2020,Laois,267
23/07/2020,Leitrim,83
23/07/2020,Monaghan,541
23/07/2020,Carlow,179
23/07/2020,Cavan,867
23/07/2020,Clare,369
23/07/2020,Donegal,472
23/07/2020,Kildare,1532
23/07/2020,Kilkenny,356
23/07/2020,Longford,287
23/07/2020,Louth,792
23/07/2020,Mayo,575
23/07/2020,Meath,824
23/07/2020,Offaly,487
23/07/2020,Roscommon,346
23/07/2020,Sligo,148
23/07/2020,Tipperary,543
23/07/2020,Wexford,223
23/07/2020,Kerry,316
23/07/2020,Waterford,166
23/07/2020,Westmeath,677
23/07/2020,Wicklow,712
23/07/2020,Galway,493
23/07/2020,Limerick,591
23/07/2020,Cork,1560
23/07/2020,Dublin,12439
24/07/2020,Laois,268
24/07/2020,Leitrim,83
24/07/2020,Monaghan,541
24/07/2020,Carlow,179
24/07/2020,Cavan,867
24/07/2020,Clare,372
24/07/2020,Donegal,472
24/07/2020,Kildare,1534
24/07/2020,Kilkenny,356
24/07/2020,Longford,288
24/07/2020,Louth,792
24/07/2020,Mayo,575
24/07/2020,Meath,824
24/07/2020,Offaly,487
24/07/2020,Roscommon,346
24/07/2020,Sligo,148
24/07/2020,Tipperary,544
24/07/2020,Wexford,223
24/07/2020,Kerry,317
24/07/2020,Waterford,166
24/07/2020,Westmeath,677
24/07/2020,Wicklow,712
24/07/2020,Galway,493
24/07/2020,Limerick,591
24/07/2020,Cork,1562
24/07/2020,Dublin,12450
25/07/2020,Laois,268
25/07/2020,Leitrim,83
25/07/2020,Monaghan,541
25/07/2020,Carlow,179
25/07/2020,Cavan,867
25/07/2020,Clare,372
25/07/2020,Donegal,472
25/07/2020,Kildare,1535
25/07/2020,Kilkenny,356
25/07/2020,Longford,288
25/07/2020,Louth,792
25/07/2020,Mayo,576
25/07/2020,Meath,826
25/07/2020,Offaly,487
25/07/2020,Roscommon,346
25/07/2020,Sligo,148
25/07/2020,Tipperary,544
25/07/2020,Wexford,223
25/07/2020,Kerry,317
25/07/2020,Waterford,166
25/07/2020,Westmeath,677
25/07/2020,Wicklow,713
25/07/2020,Galway,493
25/07/2020,Limerick,591
25/07/2020,Cork,1562
25/07/2020,Dublin,12459
26/07/2020,Laois,268
26/07/2020,Leitrim,83
26/07/2020,Monaghan,541
26/07/2020,Carlow,179
26/07/2020,Cavan,867
26/07/2020,Clare,372
26/07/2020,Donegal,472
26/07/2020,Kildare,1538
26/07/2020,Kilkenny,356
26/07/2020,Longford,288
26/07/2020,Louth,792
26/07/2020,Mayo,576
26/07/2020,Meath,825
26/07/2020,Offaly,487
26/07/2020,Roscommon,346
26/07/2020,Sligo,149
26/07/2020,Tipperary,544
26/07/2020,Wexford,223
26/07/2020,Kerry,317
26/07/2020,Waterford,166
26/07/2020,Westmeath,677
26/07/2020,Wicklow,713
26/07/2020,Galway,493
26/07/2020,Limerick,591
26/07/2020,Cork,1563
26/07/2020,Dublin,12464
27/07/2020,Laois,271
27/07/2020,Leitrim,84
27/07/2020,Monaghan,541
27/07/2020,Carlow,179
27/07/2020,Cavan,868
27/07/2020,Clare,380
27/07/2020,Donegal,473
27/07/2020,Kildare,1541
27/07/2020,Kilkenny,356
27/07/2020,Longford,288
27/07/2020,Louth,793
27/07/2020,Mayo,576
27/07/2020,Meath,826
27/07/2020,Offaly,487
27/07/2020,Roscommon,346
27/07/2020,Sligo,149
27/07/2020,Tipperary,544
27/07/2020,Wexford,223
27/07/2020,Kerry,317
27/07/2020,Waterford,166
27/07/2020,Westmeath,678
27/07/2020,Wicklow,713
27/07/2020,Galway,495
27/07/2020,Limerick,591
27/07/2020,Cork,1563
27/07/2020,Dublin,12480
28/07/2020,Laois,273
28/07/2020,Leitrim,84
28/07/2020,Monaghan,541
28/07/2020,Carlow,179
28/07/2020,Cavan,868
28/07/2020,Clare,380
28/07/2020,Donegal,472
28/07/2020,Kildare,1543
28/07/2020,Kilkenny,357
28/07/2020,Longford,288
28/07/2020,Louth,793
28/07/2020,Mayo,576
28/07/2020,Meath,826
28/07/2020,Offaly,487
28/07/2020,Roscommon,346
28/07/2020,Sligo,149
28/07/2020,Tipperary,544
28/07/2020,Wexford,223
28/07/2020,Kerry,317
28/07/2020,Waterford,166
28/07/2020,Westmeath,679
28/07/2020,Wicklow,713
28/07/2020,Galway,495
28/07/2020,Limerick,592
28/07/2020,Cork,1563
28/07/2020,Dublin,12487
29/07/2020,Laois,282
29/07/2020,Leitrim,84
29/07/2020,Monaghan,541
29/07/2020,Carlow,179
29/07/2020,Cavan,870
29/07/2020,Clare,391
29/07/2020,Donegal,473
29/07/2020,Kildare,1572
29/07/2020,Kilkenny,357
29/07/2020,Longford,288
29/07/2020,Louth,793
29/07/2020,Mayo,576
29/07/2020,Meath,829
29/07/2020,Offaly,488
29/07/2020,Roscommon,346
29/07/2020,Sligo,149
29/07/2020,Tipperary,545
29/07/2020,Wexford,224
29/07/2020,Kerry,317
29/07/2020,Waterford,166
29/07/2020,Westmeath,680
29/07/2020,Wicklow,712
29/07/2020,Galway,495
29/07/2020,Limerick,599
29/07/2020,Cork,1566
29/07/2020,Dublin,12505
30/07/2020,Laois,283
30/07/2020,Leitrim,84
30/07/2020,Monaghan,541
30/07/2020,Carlow,179
30/07/2020,Cavan,870
30/07/2020,Clare,391
30/07/2020,Donegal,474
30/07/2020,Kildare,1589
30/07/2020,Kilkenny,357
30/07/2020,Longford,288
30/07/2020,Louth,794
30/07/2020,Mayo,576
30/07/2020,Meath,829
30/07/2020,Offaly,488
30/07/2020,Roscommon,346
30/07/2020,Sligo,149
30/07/2020,Tipperary,545
30/07/2020,Wexford,224
30/07/2020,Kerry,317
30/07/2020,Waterford,166
30/07/2020,Westmeath,680
30/07/2020,Wicklow,712
30/07/2020,Galway,495
30/07/2020,Limerick,600
30/07/2020,Cork,1567
30/07/2020,Dublin,12520
31/07/2020,Laois,286
31/07/2020,Leitrim,84
31/07/2020,Monaghan,542
31/07/2020,Carlow,179
31/07/2020,Cavan,876
31/07/2020,Clare,391
31/07/2020,Donegal,474
31/07/2020,Kildare,1597
31/07/2020,Kilkenny,357
31/07/2020,Longford,288
31/07/2020,Louth,794
31/07/2020,Mayo,583
31/07/2020,Meath,830
31/07/2020,Offaly,491
31/07/2020,Roscommon,346
31/07/2020,Sligo,149
31/07/2020,Tipperary,545
31/07/2020,Wexford,224
31/07/2020,Kerry,317
31/07/2020,Waterford,166
31/07/2020,Westmeath,680
31/07/2020,Wicklow,712
31/07/2020,Galway,498
31/07/2020,Limerick,609
31/07/2020,Cork,1567
31/07/2020,Dublin,12524
01/08/2020,Laois,305
01/08/2020,Leitrim,84
01/08/2020,Monaghan,542
01/08/2020,Carlow,179
01/08/2020,Cavan,876
01/08/2020,Clare,391
01/08/2020,Donegal,476
01/08/2020,Kildare,1603
01/08/2020,Kilkenny,357
01/08/2020,Longford,288
01/08/2020,Louth,794
01/08/2020,Mayo,583
01/08/2020,Meath,830
01/08/2020,Offaly,492
01/08/2020,Roscommon,346
01/08/2020,Sligo,149
01/08/2020,Tipperary,545
01/08/2020,Wexford,224
01/08/2020,Kerry,317
01/08/2020,Waterford,166
01/08/2020,Westmeath,680
01/08/2020,Wicklow,712
01/08/2020,Galway,498
01/08/2020,Limerick,609
01/08/2020,Cork,1567
01/08/2020,Dublin,12549
02/08/2020,Laois,313
02/08/2020,Leitrim,85
02/08/2020,Monaghan,542
02/08/2020,Carlow,179
02/08/2020,Cavan,876
02/08/2020,Clare,399
02/08/2020,Donegal,476
02/08/2020,Kildare,1618
02/08/2020,Kilkenny,357
02/08/2020,Longford,288
02/08/2020,Louth,795
02/08/2020,Mayo,583
02/08/2020,Meath,831
02/08/2020,Offaly,497
02/08/2020,Roscommon,346
02/08/2020,Sligo,150
02/08/2020,Tipperary,545
02/08/2020,Wexford,224
02/08/2020,Kerry,318
02/08/2020,Waterford,166
02/08/2020,Westmeath,681
02/08/2020,Wicklow,712
02/08/2020,Galway,498
02/08/2020,Limerick,610
02/08/2020,Cork,1569
02/08/2020,Dublin,12551
03/08/2020,Laois,314
03/08/2020,Leitrim,85
03/08/2020,Monaghan,542
03/08/2020,Carlow,179
03/08/2020,Cavan,878
03/08/2020,Clare,399
03/08/2020,Donegal,476
03/08/2020,Kildare,1651
03/08/2020,Kilkenny,357
03/08/2020,Longford,288
03/08/2020,Louth,795
03/08/2020,Mayo,583
03/08/2020,Meath,831
03/08/2020,Offaly,497
03/08/2020,Roscommon,346
03/08/2020,Sligo,151
03/08/2020,Tipperary,545
03/08/2020,Wexford,224
03/08/2020,Kerry,318
03/08/2020,Waterford,166
03/08/2020,Westmeath,681
03/08/2020,Wicklow,712
03/08/2020,Galway,498
03/08/2020,Limerick,610
03/08/2020,Cork,1570
03/08/2020,Dublin,12559
04/08/2020,Laois,314
04/08/2020,Leitrim,85
04/08/2020,Monaghan,542
04/08/2020,Carlow,180
04/08/2020,Cavan,878
04/08/2020,Clare,399
04/08/2020,Donegal,481
04/08/2020,Kildare,1661
04/08/2020,Kilkenny,357
04/08/2020,Longford,288
04/08/2020,Louth,796
04/08/2020,Mayo,583
04/08/2020,Meath,834
04/08/2020,Offaly,500
04/08/2020,Roscommon,346
04/08/2020,Sligo,153
04/08/2020,Tipperary,546
04/08/2020,Wexford,235
04/08/2020,Kerry,318
04/08/2020,Waterford,166
04/08/2020,Westmeath,681
04/08/2020,Wicklow,713
04/08/2020,Galway,498
04/08/2020,Limerick,613
04/08/2020,Cork,1572
04/08/2020,Dublin,12564
05/08/2020,Laois,322
05/08/2020,Leitrim,85
05/08/2020,Monaghan,542
05/08/2020,Carlow,180
05/08/2020,Cavan,878
05/08/2020,Clare,401
05/08/2020,Donegal,482
05/08/2020,Kildare,1680
05/08/2020,Kilkenny,357
05/08/2020,Longford,288
05/08/2020,Louth,797
05/08/2020,Mayo,583
05/08/2020,Meath,835
05/08/2020,Offaly,523
05/08/2020,Roscommon,346
05/08/2020,Sligo,153
05/08/2020,Tipperary,546
05/08/2020,Wexford,237
05/08/2020,Kerry,318
05/08/2020,Waterford,166
05/08/2020,Westmeath,681
05/08/2020,Wicklow,713
05/08/2020,Galway,499
05/08/2020,Limerick,616
05/08/2020,Cork,1575
05/08/2020,Dublin,12569
06/08/2020,Laois,326
06/08/2020,Leitrim,85
06/08/2020,Monaghan,543
06/08/2020,Carlow,181
06/08/2020,Cavan,880
06/08/2020,Clare,401
06/08/2020,Donegal,486
06/08/2020,Kildare,1715
06/08/2020,Kilkenny,358
06/08/2020,Longford,288
06/08/2020,Louth,798
06/08/2020,Mayo,583
06/08/2020,Meath,839
06/08/2020,Offaly,550
06/08/2020,Roscommon,346
06/08/2020,Sligo,153
06/08/2020,Tipperary,546
06/08/2020,Wexford,243
06/08/2020,Kerry,318
06/08/2020,Waterford,166
06/08/2020,Westmeath,682
06/08/2020,Wicklow,715
06/08/2020,Galway,499
06/08/2020,Limerick,619
06/08/2020,Cork,1575
06/08/2020,Dublin,12574
07/08/2020,Laois,327
07/08/2020,Leitrim,85
07/08/2020,Monaghan,543
07/08/2020,Carlow,185
07/08/2020,Cavan,881
07/08/2020,Clare,403
07/08/2020,Donegal,487
07/08/2020,Kildare,1825
07/08/2020,Kilkenny,359
07/08/2020,Longford,288
07/08/2020,Louth,799
07/08/2020,Mayo,584
07/08/2020,Meath,845
07/08/2020,Offaly,557
07/08/2020,Roscommon,347
07/08/2020,Sligo,153
07/08/2020,Tipperary,547
07/08/2020,Wexford,244
07/08/2020,Kerry,318
07/08/2020,Waterford,166
07/08/2020,Westmeath,682
07/08/2020,Wicklow,716
07/08/2020,Galway,500
07/08/2020,Limerick,620
07/08/2020,Cork,1582
07/08/2020,Dublin,12601
08/08/2020,Laois,339
08/08/2020,Leitrim,85
08/08/2020,Monaghan,543
08/08/2020,Carlow,185
08/08/2020,Cavan,881
08/08/2020,Clare,403
08/08/2020,Donegal,490
08/08/2020,Kildare,1845
08/08/2020,Kilkenny,359
08/08/2020,Longford,288
08/08/2020,Louth,799
08/08/2020,Mayo,584
08/08/2020,Meath,845
08/08/2020,Offaly,572
08/08/2020,Roscommon,347
08/08/2020,Sligo,153
08/08/2020,Tipperary,546
08/08/2020,Wexford,244
08/08/2020,Kerry,318
08/08/2020,Waterford,166
08/08/2020,Westmeath,682
08/08/2020,Wicklow,716
08/08/2020,Galway,500
08/08/2020,Limerick,620
08/08/2020,Cork,1582
08/08/2020,Dublin,12617
09/08/2020,Laois,341
09/08/2020,Leitrim,85
09/08/2020,Monaghan,543
09/08/2020,Carlow,185
09/08/2020,Cavan,881
09/08/2020,Clare,406
09/08/2020,Donegal,492
09/08/2020,Kildare,1864
09/08/2020,Kilkenny,359
09/08/2020,Longford,288
09/08/2020,Louth,799
09/08/2020,Mayo,584
09/08/2020,Meath,845
09/08/2020,Offaly,583
09/08/2020,Roscommon,347
09/08/2020,Sligo,153
09/08/2020,Tipperary,546
09/08/2020,Wexford,244
09/08/2020,Kerry,320
09/08/2020,Waterford,166
09/08/2020,Westmeath,682
09/08/2020,Wicklow,717
09/08/2020,Galway,501
09/08/2020,Limerick,627
09/08/2020,Cork,1585
09/08/2020,Dublin,12624
10/08/2020,Laois,343
10/08/2020,Leitrim,85
10/08/2020,Monaghan,543
10/08/2020,Carlow,191
10/08/2020,Cavan,882
10/08/2020,Clare,411
10/08/2020,Donegal,495
10/08/2020,Kildare,1862
10/08/2020,Kilkenny,359
10/08/2020,Longford,288
10/08/2020,Louth,800
10/08/2020,Mayo,584
10/08/2020,Meath,849
10/08/2020,Offaly,585
10/08/2020,Roscommon,347
10/08/2020,Sligo,153
10/08/2020,Tipperary,548
10/08/2020,Wexford,245
10/08/2020,Kerry,320
10/08/2020,Waterford,166
10/08/2020,Westmeath,682
10/08/2020,Wicklow,717
10/08/2020,Galway,501
10/08/2020,Limerick,630
10/08/2020,Cork,1587
10/08/2020,Dublin,12625
11/08/2020,Laois,343
11/08/2020,Leitrim,85
11/08/2020,Monaghan,543
11/08/2020,Carlow,191
11/08/2020,Cavan,882
11/08/2020,Clare,412
11/08/2020,Donegal,496
11/08/2020,Kildare,1873
11/08/2020,Kilkenny,361
11/08/2020,Longford,288
11/08/2020,Louth,800
11/08/2020,Mayo,584
11/08/2020,Meath,850
11/08/2020,Offaly,592
11/08/2020,Roscommon,348
11/08/2020,Sligo,153
11/08/2020,Tipperary,548
11/08/2020,Wexford,246
11/08/2020,Kerry,320
11/08/2020,Waterford,166
11/08/2020,Westmeath,682
11/08/2020,Wicklow,718
11/08/2020,Galway,501
11/08/2020,Limerick,632
11/08/2020,Cork,1587
11/08/2020,Dublin,12636
12/08/2020,Laois,345
12/08/2020,Leitrim,85
12/08/2020,Monaghan,545
12/08/2020,Carlow,197
12/08/2020,Cavan,882
12/08/2020,Clare,421
12/08/2020,Donegal,498
12/08/2020,Kildare,1896
12/08/2020,Kilkenny,367
12/08/2020,Longford,288
12/08/2020,Louth,801
12/08/2020,Mayo,584
12/08/2020,Meath,855
12/08/2020,Offaly,594
12/08/2020,Roscommon,348
12/08/2020,Sligo,153
12/08/2020,Tipperary,548
12/08/2020,Wexford,246
12/08/2020,Kerry,321
12/08/2020,Waterford,167
12/08/2020,Westmeath,682
12/08/2020,Wicklow,719
12/08/2020,Galway,501
12/08/2020,Limerick,636
12/08/2020,Cork,1589
12/08/2020,Dublin,12660
13/08/2020,Laois,349
13/08/2020,Leitrim,85
13/08/2020,Monaghan,545
13/08/2020,Carlow,200
13/08/2020,Cavan,882
13/08/2020,Clare,428
13/08/2020,Donegal,501
13/08/2020,Kildare,1909
13/08/2020,Kilkenny,367
13/08/2020,Longford,289
13/08/2020,Louth,802
13/08/2020,Mayo,584
13/08/2020,Meath,856
13/08/2020,Offaly,593
13/08/2020,Roscommon,348
13/08/2020,Sligo,155
13/08/2020,Tipperary,550
13/08/2020,Wexford,247
13/08/2020,Kerry,321
13/08/2020,Waterford,167
13/08/2020,Westmeath,682
13/08/2020,Wicklow,722
13/08/2020,Galway,501
13/08/2020,Limerick,641
13/08/2020,Cork,1592
13/08/2020,Dublin,12675
14/08/2020,Laois,355
14/08/2020,Leitrim,85
14/08/2020,Monaghan,545
14/08/2020,Carlow,204
14/08/2020,Cavan,882
14/08/2020,Clare,430
14/08/2020,Donegal,503
14/08/2020,Kildare,1990
14/08/2020,Kilkenny,372
14/08/2020,Longford,289
14/08/2020,Louth,803
14/08/2020,Mayo,585
14/08/2020,Meath,861
14/08/2020,Offaly,597
14/08/2020,Roscommon,349
14/08/2020,Sligo,155
14/08/2020,Tipperary,563
14/08/2020,Wexford,247
14/08/2020,Kerry,321
14/08/2020,Waterford,168
14/08/2020,Westmeath,682
14/08/2020,Wicklow,723
14/08/2020,Galway,507
14/08/2020,Limerick,649
14/08/2020,Cork,1595
14/08/2020,Dublin,12731
15/08/2020,Laois,358
15/08/2020,Leitrim,85
15/08/2020,Monaghan,549
15/08/2020,Carlow,204
15/08/2020,Cavan,882
15/08/2020,Clare,432
15/08/2020,Donegal,504
15/08/2020,Kildare,2011
15/08/2020,Kilkenny,372
15/08/2020,Longford,289
15/08/2020,Louth,807
15/08/2020,Mayo,585
15/08/2020,Meath,863
15/08/2020,Offaly,599
15/08/2020,Roscommon,350
15/08/2020,Sligo,156
15/08/2020,Tipperary,565
15/08/2020,Wexford,247
15/08/2020,Kerry,321
15/08/2020,Waterford,168
15/08/2020,Westmeath,682
15/08/2020,Wicklow,724
15/08/2020,Galway,507
15/08/2020,Limerick,655
15/08/2020,Cork,1595
15/08/2020,Dublin,12747
